"Index","obs","Ncasos","Ncasos.low","Ncasos.up","NI","NI.low","NI.up","data"
2008-02-24,0,0.207730392098099,0.0307243840195802,0.621053381567315,19.37675,3,60,2008-02-24
2008-03-02,0,0.174803826902122,0.0218286082457841,0.539103896120536,16.31375,2,53,2008-03-02
2008-03-09,0,0.15168290996395,0.0162873538485584,0.477407545348621,14.1815,2,49,2008-03-09
2008-03-16,0,0.133998172591373,0.0144325265471906,0.422492668287008,12.56625,1,43.0247208354124,2008-03-16
2008-03-23,0,0.121362134800022,0.0137547990202504,0.404705298523768,11.3365,1,39,2008-03-23
2008-03-30,0,0.111498736363258,0.0127436440679814,0.372321110363234,10.43675,1,37,2008-03-30
2008-04-06,0,0.103446934930329,0.0112436286465529,0.354132126524542,9.64125,1,34,2008-04-06
2008-04-13,0,0.098525015895706,0.0110135626750452,0.338307826133491,9.151,1,33,2008-04-13
2008-04-20,0,0.0961056714241902,0.0106252327088558,0.330979980825672,8.94325,1,33,2008-04-20
2008-04-27,0,0.0923762228794921,0.0106940616826191,0.31688347805455,8.5865,1,31,2008-04-27
2008-05-04,0,0.0905915865260667,0.0105179181653985,0.31521927328543,8.38325,1,29,2008-05-04
2008-05-11,0,0.0886517517154486,0.0105964842111053,0.306693549013715,8.19175,1,30,2008-05-11
2008-05-18,0,0.0877143113614257,0.0102093560718771,0.300752912197125,8.0915,1,29,2008-05-18
2008-05-25,0,0.0879576278290035,0.0102581132478313,0.311139746158945,8.075,1,29,2008-05-25
2008-06-01,0,0.0856499740001775,0.01020396536821,0.296395757013826,7.88825,1,28,2008-06-01
2008-06-08,0,0.084205301077921,0.00979220523926298,0.288970864716534,7.7675,1,27,2008-06-08
2008-06-15,0,0.0832681439677951,0.00989824155086789,0.286611291753947,7.697,1,27,2008-06-15
2008-06-22,0,0.0838861893882082,0.0102986542872447,0.293844010053516,7.747,1,28,2008-06-22
2008-06-29,0,0.0828612983992141,0.0103813486813969,0.292789105829805,7.64675,1,26,2008-06-29
2008-07-06,0,0.0832012851638861,0.0103217814823786,0.291918663736368,7.70575,1,26,2008-07-06
2008-07-13,0,0.0855296051887525,0.0104155612162794,0.287737250883845,7.87125,1,27,2008-07-13
2008-07-20,0,0.0830740733247185,0.0100410657424548,0.276266497923093,7.6245,1,26,2008-07-20
2008-07-27,0,0.0852284917963109,0.0103225399544724,0.306358445919339,7.82975,1,28,2008-07-27
2008-08-03,0,0.0855827730162005,0.00998114218441589,0.296730342672449,7.8465,1,28,2008-08-03
2008-08-10,0,0.0843099918114884,0.0101030847206841,0.294623713192179,7.7205,1,27,2008-08-10
2008-08-17,0,0.0844672067743127,0.0102071288477303,0.297401759377193,7.75925,1,27,2008-08-17
2008-08-24,0,0.0826914564672132,0.00987953431468041,0.290791043901462,7.61125,1,28,2008-08-24
2008-08-31,0,0.0821908893596884,0.0100001824112036,0.288017555133757,7.56825,1,27,2008-08-31
2008-09-07,0,0.0829086802953302,0.01010098939802,0.28119897098389,7.64125,1,27,2008-09-07
2008-09-14,0,0.083037214569843,0.0102027436526262,0.288227066076086,7.64475,1,27,2008-09-14
2008-09-21,0,0.0833543976061817,0.0100633349795955,0.306560002540911,7.68475,1,28,2008-09-21
2008-09-28,0,0.0847864509665988,0.0105806689966166,0.299064501224563,7.81625,1,28,2008-09-28
2008-10-05,0,0.0843891987394352,0.0103619408912831,0.293037273677094,7.8035,1,27,2008-10-05
2008-10-12,0,0.0859196230173583,0.0100578302058617,0.305290203253176,7.94925,1,28,2008-10-12
2008-10-19,0,0.0867200303560496,0.0102407809529155,0.293720765474676,8.014,1,28,2008-10-19
2008-10-26,0,0.0883111825291006,0.0104612084649773,0.302483123834671,8.16375,1,28,2008-10-26
2008-11-02,0,0.0890438586089798,0.0106477171439259,0.301892711601142,8.227,1,28,2008-11-02
2008-11-09,0,0.09074737168291,0.0106623691153854,0.323336510143316,8.416,1,30,2008-11-09
2008-11-16,0,0.0940323988041683,0.0109770485678448,0.322462611346752,8.70225,1,30,2008-11-16
2008-11-23,0,0.0957357328123269,0.0119716679863955,0.329349479940978,8.859,1,31,2008-11-23
2008-11-30,0,0.100067981337929,0.0111593616483467,0.343012607259718,9.30575,1,32,2008-11-30
2008-12-07,0,0.106386903878439,0.0119169964396599,0.364286926991537,9.86925,1,34,2008-12-07
